participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
678,,0,103,50,49,-1,,,,1,-1,,,,-1,1,1,,,-1,-1,,,1,,,-1,,-1,,1,,,1,-1,,1,-1,,-1,-1,,,-1,,-1,-1,,,-1,-1,1,,,,1,-1,-1,,,1,,,,-1,,1,-1,,,,-1,,,,,1,-1,,-1,,-1,1,1,,-1,,,,1,-1,1,,1,,,,,,,-1,1,,1,,1,-1,1,,,0,1,0,1,-1,1,1,1,1,,1,1,-1,,,,,,-1,-1,-1,1,,-1,1,1,,,,1,,-1,,,,,1,-1,1,,1,,1,-1,,,,,,,1,1,,1,1,1,,,1,1,,,,,,-1,-1,,-1,1,-1,,,,,,-1,1,1,1,,,,,,-1,-1,-1,,,,,0,,,,0,,,,,-1,1,,-1,,,-1,,-1,,1,
679,,0,20,15,2,1,,,,,0,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,0,,,,,,,,1,1,,,,0,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,
681,,0,36,22,11,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,-1,,,,,1,,,,,,1,1,,,,,,,1,,-1,,,,,,,,,1,,,,,,,,-1,-1,,1,,,,,,,,,,,,,0,,0,,,,,,,,-1,,1,,,,,,,,,,,,,,-1,,,,-1,,,,,,,-1,1,,,1,,0,,,,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,1,,1,,,-1,,,,,,,
3,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0,12,8,0,,0,0,,1,,,,,1,,,,1,1,,1,,0,1,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,6,24,13,4,,0,,,-1,,,,,,,,,1,1,0,,1,-1,,,,,0,,,1,,,0,,1,-1,0,,0,,,,,,,,,,1,,1,,1,1,,,,-1,0,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,0,32,15,16,,1,-1,-1,1,-1,-1,-1,1,-1,,1,1,,-1,,,,,,,-1,,-1,1,1,1,1,1,-1,1,,-1,,-1,-1,,,,-1,0,-1,1,1,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,0,15,9,6,,-1,-1,1,1,,,,-1,,,,1,,,,,1,,,,,1,1,,,-1,,-1,1,,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,0,10,2,6,,-1,0,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,,,,1,-1,,-1,-1,0,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,0,24,1,0,,0,,0,,,0,0,,,,,0,0,0,0,,,,,,,,0,,0,,0,0,,0,,1,,0,,0,,,,,,0,,,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,0,34,19,4,,1,,,1,,-1,,1,1,,,1,1,,,1,1,0,,,0,,0,1,1,,,1,,,1,,0,,-1,,,,,,1,1,,1,0,0,1,0,1,,,,1,1,0,0,,-1,,,0,-1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,0,29,14,14,,-1,,,,,,1,-1,,-1,1,,-1,,,1,,,-1,,,,,,-1,,,-1,1,-1,,,-1,-1,-1,,-1,,,0,,,1,,,,,,-1,,1,,,1,,1,,,,,-1,1,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,0,20,12,3,,0,,,1,,1,,,1,,0,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,1,,,,,-1,,0,,0,,,-1,,1,1,1,,,,,,,1,1,,-1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,0,11,3,8,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,1,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-1,,,,,1,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,0,30,20,9,,-1,,,,-1,,,1,,,,,1,1,-1,,,,,,-1,,,,,,1,1,,1,1,-1,,1,,,,1,1,,-1,1,1,,,1,,1,1,,,,,,,,,,,,1,,,,,,,0,,1,,,1,,,1,,1,,-1,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,0,7,4,3,,-1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,0,78,27,26,,1,-1,1,1,-1,-1,-1,0,,1,1,1,1,0,-1,0,1,-1,0,0,-1,-1,0,0,0,1,0,1,1,,,-1,-1,-1,0,0,-1,0,-1,,-1,1,0,,-1,,-1,1,,1,,0,1,0,1,,1,,-1,0,,-1,1,0,0,-1,-1,-1,1,1,1,,1,-1,,,,1,,-1,1,-1,1,,0,1,-1,1,,0,0,0,,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,0,3,1,1,,-1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,0,9,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0,,,,,,,,,-1,,,,,,,,,0,,,,,,,,1,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,0,47,22,16,,0,-1,,,-1,0,-1,1,,1,,,,,0,1,,,1,,-1,1,,1,1,1,,,-1,,,,,-1,,1,-1,-1,,1,,,0,,,1,,,1,,-1,0,1,,,,,1,,0,,-1,1,1,,,-1,0,1,1,,-1,-1,-1,1,,0,,1,,,,1,,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,1,40,24,13,,1,,,,-1,-1,,,,,,0,,-1,0,1,,1,,,,,,1,1,1,0,,,1,,-1,,-1,,1,,-1,,,,,,,,,1,,1,1,,,1,1,,-1,1,1,,1,1,-1,,,,-1,1,,,,,,,-1,,1,,,1,-1,,,1,,,,-1,1,-1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,0,55,25,0,,1,1,,,0,1,0,,,,1,1,,0,0,,1,,1,0,,,,1,,,0,1,0,1,0,,,,1,0,0,,0,,,0,1,0,0,,0,,,,1,,,1,1,0,,0,,,,1,,,,0,0,0,,,0,0,,,,,,,0,,1,,0,0,0,1,,,1,,1,0,1,,1,,,1,,,0,,,1,0,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,0,78,25,7,,1,0,0,1,-1,-1,,0,,0,1,,1,0,,0,0,-1,0,0,0,,1,,,,0,,1,,0,0,-1,0,,0,1,1,,,0,1,,,0,,,0,1,1,,0,1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,1,,1,0,,,,0,,,,1,0,0,,,,,1,1,,,,,,-1,,0,,,0,1,1,0,0,1,0,0,0,,0,0,1,0,,0,,1,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,0,33,14,14,,1,,,,,,,,,1,1,,,,-1,,,,-1,0,,,,1,,,,,,,,,,,,,-1,,-1,1,,,1,1,,,,0,,,,,,,,,,,,-1,,,,-1,,,-1,,,,,,,,,,1,,,,1,,,1,,0,-1,,,1,,,-1,,-1,,,1,-1,,,,,,,,-1,,,1,1,,,,,,-1,,,,,,0,,0,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,2,81,54,16,,1,,1,,,,-1,-1,1,1,1,,1,0,,,0,-1,,,,,1,1,-1,1,1,,,,,,1,,,1,1,,1,,0,1,1,1,-1,1,1,1,,1,,-1,1,1,,,,0,0,,1,,1,,-1,,,,1,,1,,0,-1,,,1,,,-1,1,,-1,,,1,,,-1,1,,,0,1,1,,-1,1,1,,0,,1,1,,1,,,,1,,,,1,,1,,1,1,1,-1,-1,,,,1,,1,,1,-1,1,-1,1,,1,0,,,1,,1,1,,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,0,34,12,13,,1,,1,1,,,,,,0,,,1,,,-1,-1,,,0,-1,,,,,,,,1,0,,,,0,,,,1,,,,,,,,,-1,,,,,,1,,,,,,,,-1,,-1,,,-1,,,,,-1,0,0,,,0,,1,,,,-1,,,1,,,,0,-1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,-1,,,,,,,-1,,,,0,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,0,46,26,11,,1,-1,,,0,,-1,,,,,1,,,,,,,1,,,,,,,,1,,1,1,0,1,,-1,,,-1,,,,,,0,-1,,1,1,,,0,1,1,,,,,,,,,,,1,,-1,-1,,,1,,,,,1,,-1,,1,-1,1,1,,,,,,,,,-1,,0,,0,1,,,,,,,,,,,,,,1,,,,,,,,,1,-1,,,,,,1,,,1,,,0,,,1,1,,,,,,,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,0,64,23,25,,0,,1,1,,0,-1,,-1,,,1,,,1,1,0,-1,,,,,-1,1,,,,-1,,,1,1,,0,,,,,,-1,-1,1,,1,0,,,,,,-1,,1,,0,,,,,,1,0,,,-1,,1,,1,,,,0,,,-1,,,,,-1,,-1,,-1,1,,0,-1,-1,-1,,,1,0,-1,,,,-1,0,,1,-1,1,,-1,,,-1,,0,,-1,0,0,,,,,,,0,,-1,1,,,-1,,,1,,,1,-1,,,,,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,0,29,19,10,,1,1,,1,,-1,,,,,,,,,,1,1,,,,-1,,1,,,,,,-1,,,,,,,,,,,,,,1,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,-1,-1,,,,,,,-1,,,,,,,,,,,,1,,,,1,,,1,,1,,1,,,,,1,,1,,,,1,,,,,,,,,-1,,,-1,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,0,61,0,0,,0,,0,0,,0,,,,,,,0,0,,,,,,0,0,0,,,0,0,,,,,,,0,,,0,,0,0,0,,,,,0,,,0,,,0,0,0,,,,,,,,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,,,0,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,0,0,,0,,0,,0,0,,,,,,0,,,,0,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,0,19,11,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,-1,,,,,,,,,,,,0,,,,,1,,,,,1,,,,,,,,,,,-1,,,,,,0,-1,,,,-1,,,,,-1,,,1,,,,,,,,,-1,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,0,50,0,0,,0,,,0,0,,0,,,0,,0,,0,,,,,,,,,,,0,0,0,,,0,0,,0,,0,0,,0,0,,0,,0,,,,,0,,,0,,,,,0,,,0,,,0,,,,0,,,0,,0,,0,,,,,,,,0,,0,,,,0,0,,,,,,,,0,0,0,,,,,,,0,,,,0,0,,0,0,0,,,0,,0,,,,,,0,0,,,,,,0,,,,0,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,0,38,23,11,,1,,,,,-1,,1,,,,1,,,,,1,,1,,1,,,-1,,,,1,1,,,-1,,-1,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,-1,,,,1,,,,0,,,1,,1,-1,,,,,,,,1,1,1,,1,,-1,,,,,,,,0,,,,,,,,,,-1,,-1,,-1,,,,1,,,,1,0,,,1,,,,,,,,-1,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,0,39,21,7,,1,,1,,,-1,0,,1,-1,,,,,1,,,,1,1,,,1,,,-1,,,1,,,,,-1,,,1,,,,0,,0,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,0,,,,,,-1,,,,,,,,,,,,,,,,0,1,,,,1,,,-1,,,,,,,,0,,-1,0,,1,0,,0,0,1,0,,1,,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,0,2,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,0,36,18,5,,0,,1,,-1,1,,,,,1,,,,,1,,,,0,,,,,,,0,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,,,,1,,,,,,,1,,,,,-1,,,,,,0,,,,,,,,,1,,,-1,,,,1,,,0,,,1,,,,,,,,,,,,,,,0,,,,,0,1,,-1,1,,,,,,,0,,,,,,,1,0,0,,,,,,,,,0,-1,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,1,36,18,11,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,-1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,-1,,0,,,,0,,,,,,,,0,,,,,-1,,,,0,-1,,,,0,-1,,1,,-1,,1,,1,0,,,,1,,,,0,-1,,,,,,,,,,,,,,,,,,,1,,,-1,,1,-1,,-1,,,,,,,1,1,,,,,,,,,1,,-1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,0,124,96,26,,1,1,,1,1,,1,1,,1,1,,1,,,1,1,1,,1,,1,,1,1,1,1,1,1,,,1,1,1,-1,1,1,,1,1,,1,1,1,,1,1,-1,,1,,1,1,,1,,1,1,-1,,1,,1,-1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,,,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,,,1,,,,1,,1,1,,-1,1,1,0,-1,1,1,-1,1,,1,1,,1,1,1,1,1,1,1,1,,-1,-1,1,1,,1,-1,,,1,1,,1,1,,1,-1,1,,-1,,1,-1,,1,-1,,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,0,43,27,8,,1,,,,1,-1,0,,,,,,1,0,,,1,,1,,,,1,1,,,,,1,1,,,,,0,,,1,,,,,1,,,,,,,,,,1,1,1,1,,1,,,,,,,1,,,,,,,,,,-1,,1,,,,,,,,0,,1,,,-1,-1,,,,,-1,-1,,0,,1,,,,,,1,1,,,,,,,,,,,,1,,,0,,,,,,,,,,,1,1,,,,,,,-1,,,,,,,,1,,,1,,,,-1,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,0,15,9,6,,-1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,0,29,19,7,,1,,1,1,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,0,,,-1,,,,,,,0,,,,,,,,,,,,-1,,,-1,-1,,,,,0,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,1,,-1,,,,,,,1,,1,,,1,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,0,50,26,13,,1,,,,0,,,,,,,1,,,1,,,,,,0,,,,,,,,,,,,,0,-1,1,,,1,,,0,,,,,,0,,,,,,1,,,1,,,-1,,,,1,,,,,,,,,0,,,,1,1,,,,,-1,-1,,,,,,,,,1,,,0,0,,,,,1,,,,,1,,,,1,,,,,,,,-1,,-1,,-1,1,,1,,1,-1,,,,,,1,1,,0,,1,1,-1,,,,-1,1,1,,,1,,,,,1,0,1,,,-1,,0,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,0,32,11,4,,0,0,1,,,,,,,-1,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,0,,,,,0,,,,,0,,1,,,,0,,1,,,,,,-1,,0,,,,,,,,0,,0,,,,,,0,,,1,1,,,,,,,,,0,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,-1,,0,,,,,0,,,,,,,1,,1,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,0,33,18,10,,0,,,,,,,,,,,,,,,1,,,,,1,-1,,,,,,,,,,,0,,,-1,,,0,1,,,,,,,,,,,,1,,1,,,,,-1,,1,,,1,0,,-1,,,,,,,,,,1,,,,1,,1,-1,,1,,,,,,,,,-1,,,,,,,,-1,,,0,,1,1,,,,,,,,,,,1,,-1,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,0,53,34,17,,1,,1,,-1,1,-1,,,1,1,,,,1,,,,,,,,1,,,,,1,,1,,1,,-1,-1,,,,,,,,,1,,,,,1,,,,1,,-1,,,,,,0,1,,,,-1,-1,,1,,,1,,,,,,,,-1,,-1,,,-1,,,1,,,,0,-1,,,,-1,1,1,,,,,,,1,1,,,,,1,1,,1,,,,,,,1,,1,,,,,,,,,,,1,,,,,-1,,,,,,,,,1,1,1,,,,1,-1,,,,-1,,,-1,1,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,0,21,15,6,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,-1,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,-1,,,,1,,,,,,1,,,1,,,1,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,0,43,29,6,,1,,,,,,1,,1,,,,,,,,1,,,1,,,1,,,-1,,,1,,-1,1,,1,0,1,1,1,,,,,,,1,,0,0,,,-1,1,,,,,1,1,,,,,,,,,,,1,1,,,,,0,,,,-1,1,0,,,-1,1,,,,,,,,,,1,,,1,,,1,,,,,,1,,,,0,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,-1,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,0,24,12,11,,-1,,,,,,,,,-1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,1,,,-1,1,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,-1,1,,,,,,,,,,,,,,,,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,0,27,10,17,,-1,,,,,,,,-1,,,,-1,,,,,,,,,,,,,1,,,,,,,,1,,,-1,,,-1,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,-1,,,,1,,,,,1,,-1,,,,-1,,,-1,,,-1,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,-1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
