participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
268,,5,15,15,0,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,0,24,9,2,,,0,0,,,,,,0,0,,,,,,1,0,,,,,,,,0,,,1,,,-1,1,1,1,,,0,1,,1,1,,,,1,0,0,,,,,0,,,,,-1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,0,12,1,11,,,-1,,,,,,-1,,,,,,,,,,,1,,,-1,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,-1,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,0,11,5,4,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,0,,,,,,,,-1,,,,1,1,,,,,,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,0,25,21,2,,,1,,,1,,,1,,,,1,,1,1,1,1,1,,,,1,,,,,,,,,,,,1,,,1,,1,,1,,,,,1,,,,-1,1,-1,,,,,,,,,0,1,0,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,0,2,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,0,22,13,7,,,-1,,,1,,,,1,,,-1,,,1,1,-1,,,,,,1,,,0,1,,,,,,,,-1,,,1,,,1,,1,1,1,,,,1,,,,,,-1,,,,-1,,,0,,,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,0,37,17,9,,,1,,0,1,,,,,1,-1,0,,1,,,,,1,0,,1,1,,,-1,1,,,,0,,,1,,1,,,1,1,,,,,1,,0,1,,-1,1,-1,-1,1,-1,,0,0,,-1,,-1,,0,,-1,,,,0,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,0,24,13,3,,,0,0,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,-1,,,,,,,,1,,1,,1,-1,,,0,,0,,1,,,0,,,,,0,,0,,,1,1,,,1,,,,,-1,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,0,20,12,5,,,1,,1,1,,1,,1,,-1,,,,,,0,,,,,,,1,,,,,,,,,0,,,,1,,-1,1,,,,1,,,,-1,,,,-1,,,,,,,,,,,,,,1,,,,,,,1,0,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,0,30,12,1,,,0,0,0,,0,,0,,0,-1,0,0,,,,0,,0,,,,,,,0,,1,1,,,,0,,,1,1,,,,,,1,,1,,1,1,,,,,1,,,,,,,,0,,,,,,1,0,,1,,,,0,,0,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,0,40,11,7,,,-1,,,,0,,1,,0,-1,0,,1,,-1,,,,,1,,,,,,,,0,0,,-1,,,,1,0,,0,,,,-1,,1,0,,1,1,1,1,,0,,0,0,0,,0,,,0,0,1,,,0,,0,0,,0,,0,,,,0,,0,1,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,0,17,7,1,,,1,,,,,,,,,,,,,,,,,,,,-1,,0,,,,,,,1,1,,,,,,,,,,,,,0,,,1,,,1,0,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,1,,,,,,,,,,,0,0,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,0,30,18,9,,,-1,-1,-1,,,,,,,,,1,,,,,1,,,1,,1,,1,,1,1,,-1,,,-1,,,,,,,,,,,,1,,0,,1,,,,,1,,,,0,,,,,,,1,-1,-1,,,,,,,,,1,1,,,,,0,,,,-1,,,,,,1,,-1,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,1,27,12,9,,,1,,,,,,1,,,0,,,,1,,0,,,-1,,1,,,,1,,,,,,0,,,-1,1,,,,1,,,,,-1,,-1,,,,1,-1,,,,,,,,,,,,,,,0,,,,,,,,,1,,0,0,1,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,-1,,-1,,,,1,,1,,,,,,,,,,,,,,,,,,,,
418,,1,59,31,22,,,0,,-1,1,,,1,,-1,-1,,1,-1,,,1,-1,-1,-1,1,1,,1,-1,1,,1,,,0,-1,0,,1,1,0,,1,,,,,,1,-1,,,1,,1,-1,,1,-1,,1,,-1,,,0,,-1,,,-1,,-1,,,-1,-1,-1,,-1,1,,,1,,,-1,,,,1,,,,,1,,,,0,,,-1,,1,,,1,1,1,,1,,1,,,,1,,1,,,1,,,,,,,1,,,,,,,,,,,
424,,1,65,39,19,,,0,,1,1,,1,1,,,-1,-1,-1,,1,0,,1,,,,1,,,,,,,,1,1,-1,1,1,1,1,,,1,,1,,-1,,1,,1,,,-1,1,,-1,,1,1,1,,,,,0,,1,,,,-1,1,,-1,0,,1,,1,1,-1,,,0,-1,,1,-1,-1,1,1,-1,,,,,0,-1,0,,-1,1,-1,1,-1,-1,1,,1,,,1,,,1,,,1,,1,1,,1,,,,,,,,,,,,,,,,,
427,,2,32,23,4,,,1,1,,,,,1,,1,,0,,,1,,,,,,,,,,,,,,,-1,,,,,,,1,,,,,,1,,,,,,1,,,,,1,0,1,1,,,,,0,0,,,,,1,,,,,1,,,0,,,,,1,,-1,1,,,,,1,,,,,,,,,,,1,,,-1,,-1,,1,,,1,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,
444,,0,30,18,10,,,1,,,1,,,,-1,,,,,,,1,,1,,1,,,1,1,,,,,,-1,,0,,,-1,,1,,,,1,,,,,,1,,,,,,,,-1,,,,1,,,,,,,1,,,,-1,,,,,,-1,,,1,,,,,,,,-1,1,,,,,,-1,-1,-1,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,,,0,,,,,,,,,,,,
454,,0,11,11,0,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
476,,0,13,3,0,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,0,,,,,0,,,
492,,0,16,7,1,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,-1,,,,,,,,,,1,,,,,,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,0,0,,,,,
495,,0,30,18,10,,,1,,,,-1,,,,,1,,,,,1,,1,-1,,1,,,,,,,1,,,,-1,-1,,,1,-1,1,1,,1,,1,,,,,,1,,,,,,,,,,,-1,,,,,,,-1,,,,1,,,1,,,1,,,,,,,,,0,,,,-1,,,,,,,,,1,,,-1,,,,,,,,,1,,,,,,,,,,,,,,-1,,,,,,,,,0,1,,
513,,0,48,24,0,,,0,,0,1,0,,,1,0,,,0,,,,,1,,,,,1,,0,,,,1,1,,,,,,,1,1,,,,,,1,1,,0,1,0,,,,0,,,,,,,,0,0,0,1,,,,,,,,,,0,0,1,,1,1,,,,,,,,,1,,,,,1,0,0,0,,,,,1,0,0,1,,0,0,,1,,1,1,,,,,0,1,,,0,,,,,,,,0,,,,,,,,1
79,,4,62,42,8,,,,1,-1,1,-1,0,,,-1,0,,0,-1,,1,1,,0,1,1,,,,1,1,1,1,1,,,1,,,,1,1,,,1,1,,,,,,,1,,-1,0,1,,,,,,,,,,0,,,,,1,,1,1,,,1,,,,,1,,,-1,1,0,1,1,1,1,,,0,,0,1,1,,0,,1,,1,1,0,,0,,,,,1,1,,,-1,,,,1,,,,,,1,,1,-1,,1,,1,1,1,,,,,
112,,0,9,7,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,0,8,0,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,0,10,5,4,,,,-1,-1,,,,1,1,,,,,,1,,,1,,,-1,,,,,,,,0,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,0,8,3,1,,,,0,,,1,,,,,,0,-1,,,,,,,,,1,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,0,13,9,3,,,,-1,,,,,1,-1,,,,,1,,,,1,,0,,,,,1,-1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,0,19,9,0,,,,0,,,0,,1,,,0,,0,0,,,1,,0,1,1,,,1,0,0,,,,,0,1,,1,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,0,21,14,5,,,,1,,0,,-1,1,-1,-1,,,-1,1,,,1,1,,,,1,1,,,,1,1,,1,-1,0,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,0,13,8,0,,,,0,1,1,,,1,,,,,,,,1,1,,0,0,,,1,,,,,,,,0,,,,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,0,12,5,5,,,,1,,,,,,,-1,0,,,,,,,,,,,,,1,-1,0,,,,,,,,,,1,1,,,,,,,,,-1,-1,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,1,12,6,2,,,,1,,,,-1,,,,,,,1,,,,,,,,,,,,0,,1,,,,1,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,0,,0,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,0,38,6,1,,,,0,0,,,0,0,0,,,,,0,0,0,,0,0,,0,,0,1,0,1,0,1,-1,,,0,0,0,1,,,,,,0,,0,,0,0,,,0,,,,,,,0,,,,0,,,1,1,0,0,,,0,,,0,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,0,31,25,3,,,,0,,,,,,1,,1,-1,1,,1,0,1,,,,1,,,1,,,1,,1,,,,,0,,1,1,,,,,,,,,,,1,1,1,,1,1,1,,1,,,1,,-1,-1,1,,1,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,0,30,17,2,,,,0,,,,0,1,,,,,1,0,,0,,1,,1,,,,,,0,1,,,,,,0,1,,,,,,1,,,1,,-1,,,,1,,,,1,,,,,,,,,,,1,,,1,,0,1,,,,,1,,,,1,,,0,,,-1,,1,,,,0,0,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,1,74,51,8,,,,0,1,1,,0,1,0,,0,-1,,-1,1,1,1,1,1,0,1,1,,,1,0,1,,,0,,-1,0,1,1,1,1,,1,1,1,,1,1,,,1,,1,-1,,,,1,1,1,,1,,,1,,0,0,-1,1,0,,-1,1,1,1,1,1,,1,,,,1,1,-1,1,1,1,,1,1,1,0,1,,,0,1,0,1,1,1,1,1,0,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,0,19,13,4,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,1,,,,,0,,-1,,1,,,,1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,0,,,,1,,,1,,,1,,,,,,,,,-1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,0,20,9,3,,,,0,,,,1,,0,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,0,,,,,,,,,,1,,,,,,,-1,,,-1,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
475,,0,21,7,8,,,,-1,,,,,,,,-1,,-1,,,,,,1,,,,,,,0,1,,,,0,,,,,,,,,,,,1,,,,,,0,,,-1,,,,,,,,,,0,,,,,,,,,,,,,,,-1,-1,,,1,-1,,1,,1,,,,,,,,,,,,-1,,,,0,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
488,,0,44,24,4,,,,1,1,1,,0,,,1,,,,,1,,,0,,0,,,0,,0,,1,1,,0,0,,1,1,,,,1,,,,,1,,,,0,,,,,,,,,,,,,0,,0,,1,,,,,1,,1,,0,,0,,1,,,-1,1,,,1,,,,1,,,,1,1,-1,,,,-1,,,,,,,,0,0,,,,1,,,1,,,,,1,,,,,1,,,,,,0,,,,-1,0,,
505,,0,38,28,6,,,,1,,,,,,1,,,,,1,,,,1,,-1,,,,,,,1,,,,,,,,,,1,-1,1,1,1,,,,,,,,1,,1,1,,,,,,0,,,,,,,,,,,1,,,,,,,1,,,1,-1,0,,1,,1,,1,,,1,,,-1,,,,1,,,,,,,1,,,,,,,,,1,1,,,0,-1,,,1,-1,,,,1,0,,,1,1,,1,,,,
250,,0,18,10,3,,,,,0,1,,,,1,0,-1,,,1,,,1,1,1,1,,,1,,,0,,,1,,,0,,,,,,,,,,,,1,,,0,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,1,22,16,3,,,,,0,,,,1,,,,,,,,1,1,,,,1,1,,,,,,,,,,0,,,,1,1,1,1,,-1,,1,,1,0,,,1,-1,,1,1,1,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,0,11,0,0,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,0,0,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,0,25,18,4,,,,,1,,,,,0,,,,,,,,,,,,-1,1,,,,,,,1,,,,,,0,1,,,,,,,,,1,1,1,,1,,,,1,,,,,,,0,,,,1,,,,,1,1,,,,-1,,,,1,,,1,,,1,,1,1,,,-1,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,0,44,18,4,,,,,0,,,-1,,0,,,1,,1,,0,,,-1,,1,1,,,,,,,,,,-1,,,,1,,,,,1,,,0,1,0,0,,1,0,0,,,1,,0,,0,,,,0,-1,,1,0,,1,0,,,1,,,,,,,,0,,1,,0,,,,,,0,,,,0,0,,,,1,,1,,,0,,0,0,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
428,,0,15,9,4,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,,1,,,,,,,,-1,,,,-1,,,,-1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,0,4,1,3,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,
470,,0,7,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
479,,0,13,6,3,,,,,1,,,,,,,,,-1,,,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-1,,,1,,0,,1,,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
484,,0,14,5,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,,,,,,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
489,,0,27,16,2,,,,,1,,0,,1,,1,,,1,,,,,,,,1,,1,,0,,1,,1,,,0,,,,,,,,1,,,,,,,,,,,,,0,,-1,,,,0,0,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,-1,,,,,,,,,1,,,0,,,,1,,1,,,,,0,,,,,,,0,,
497,,0,8,3,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,0,2,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,0,16,5,0,,,,,,0,0,,1,,0,,0,,,,,,,0,0,,,0,,,0,1,1,,,0,0,,,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,1,22,13,8,,,,,,0,,-1,,1,,-1,,1,1,1,,1,,,,1,1,,,,1,,,,,,,1,,,,,,1,,-1,,-1,,,,-1,,-1,-1,,,,,,,1,-1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,0,8,6,2,,,,,,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,0,21,21,0,,,,,,1,1,,,,,1,1,,,,1,,,,1,1,,,,1,,,,,,,1,,,,,,1,,1,,,,,1,,,,,1,1,,1,,,,1,,1,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,0,16,7,3,,,,,,1,,,,,1,,,-1,,,,,,,0,,,,-1,,-1,,,,0,,1,,,,,,,,,1,,,,,,0,,,0,,,,1,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,0,23,15,2,,,,,,1,,,,,,,,,1,,,,,,,1,,0,,1,0,,1,,,,,,,,,,,,1,1,,,1,,0,,,,,1,,1,,,,,,,,,,0,,,1,,,,1,,,,-1,,,,,,,,,,,-1,,,1,,1,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,0,38,22,3,,,,,,1,,,,,,1,0,0,,1,,1,,,,,1,,1,,,1,,,1,,,,,,,,,,,1,,,1,,1,,,,,,0,0,,,,,-1,,,,0,,,0,1,-1,1,,,,0,,,1,,,0,,0,1,,1,1,1,,0,1,,1,0,,1,,-1,,,0,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,0,17,10,5,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,-1,,,,,,0,,,,,-1,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,0,-1,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
443,,0,11,7,4,,,,,,1,-1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,-1,,,,,,,,,,,-1,1,,,,,,,,,,
446,,0,20,3,2,,,,,,0,,,,,0,,0,0,,0,,,,,,0,,,,,,,,,,,,0,,,1,,,,,1,,,,,,,,,,,,,,,,,-1,,0,,0,,,,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,,,,,0,0,0,,,,,,,,,,,
462,,0,8,5,1,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
93,,0,9,5,3,,,,,,,-1,,1,,1,-1,0,,,,1,,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,0,4,2,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,0,1,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,0,34,23,7,,,,,,,-1,,1,1,,,1,,,,,,1,1,,1,,1,,-1,-1,,,1,,,1,1,1,,1,,-1,,1,1,,1,,,,,-1,1,1,1,1,1,,-1,1,,,,0,,0,0,0,,,,-1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,0,12,5,3,,,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,1,,,,0,,,,,,,,,,,,,,,0,,-1,,,,,1,,,,,,,,,,,,,,,,1,,0,,,-1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,0,9,4,2,,,,,,,-1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,0,16,8,7,,,,,,,-1,,1,,,-1,,-1,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,,-1,,1,,,,-1,,,,,,,,,,,,,1,,,,,,,,0,,,-1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
